zenodo_id,doi,zenodo_url,title,creators,publication_date,file_count,extracted_chars
12205220,10.5281/zenodo.12205220,https://zenodo.org/records/12205220,UiT The Arctic University of Norway CoARA Action Plan and Commitments 2023 – 2027,"UiT The Arctic University of Norway; Larssen, Tanja; Fismen, Anne",2024-06-21,1,7023
12525695,10.5281/zenodo.12525695,https://zenodo.org/records/12525695,University of Helsinki CoARA Action Plan 2024-2027 v1,"University of Helsinki; Kolhinen, Johanna",2024-06-25,1,19033
12528511,10.5281/zenodo.12528511,https://zenodo.org/records/12528511,Malmö University CoARA Action plan 2024-2027,Malmö University,2024-06-25,1,20048
12528714,10.5281/zenodo.12528714,https://zenodo.org/records/12528714,CoARA Action Plan of IRTA,Institute of Agrifood Research and Technology,2024-06-25,1,9223
12535732,10.5281/zenodo.12535732,https://zenodo.org/records/12535732,Hungarian Academy of Sciences - CoARA Action Plan,Hungarian Academy of Sciences,2024-06-25,1,18873
12541677,10.5281/zenodo.12541677,https://zenodo.org/records/12541677,University of Graz - CoARA Action Plan 2024 - 2027,University of Graz,2024-06-26,1,14953
12545583,10.5281/zenodo.12545583,https://zenodo.org/records/12545583,"CoARA Action Plan 2024: Charles University, Prague",Charles University,2024-06-26,1,17906
12567979,10.5281/zenodo.12567979,https://zenodo.org/records/12567979,"University of Florence CoARA Action Plan 2024-2028. Version 1.0, 28/05/2024",University of Florence,2024-06-27,1,22642
12579764,10.5281/zenodo.12579764,https://zenodo.org/records/12579764,CoARA Action Plan University of Gdansk,"Świerk, Katarzyna",2024-06-28,1,8555
12582081,10.5281/zenodo.12582081,https://zenodo.org/records/12582081,The roadmap of Alma Mater Studiorum – Università di Bologna towards the implementation of the CoARA principles,University of Bologna,2024-06-28,1,20587
12582372,10.5281/zenodo.12582372,https://zenodo.org/records/12582372,"University of Milan - CoARA Action Plan, V1",University of Milan,2024-06-28,1,13401
12612176,10.5281/zenodo.12612176,https://zenodo.org/records/12612176,University of Urbino - CoARA Action Plan,University of Urbino,2024-07-01,1,15615
12620328,10.5281/zenodo.12620328,https://zenodo.org/records/12620328,Coalition for Advancing Research Assessment (CoARA) – Humak Action plan 2024-2028,"Ylimaunu, Konsta; Parkkola, Timo",2024-07-02,1,9442
12667437,10.5281/zenodo.12667437,https://zenodo.org/records/12667437,COARA ACTION PLAN OF TOUR4EU Tuscan Organisation of Universities  and Research for Europe,"Costa, Simona",2024-07-05,1,7168
12698264,10.5281/zenodo.12698264,https://zenodo.org/records/12698264,Palacky University Olomouc_ACTION PLAN,Palacký University Olomouc,2024-07-09,1,13105
12723336,10.5281/zenodo.12723336,https://zenodo.org/records/12723336,Maastricht University - CoARA action plan,Maastricht University,2024-07-25,1,35484
12734220,10.5281/zenodo.12734220,https://zenodo.org/records/12734220,Swansea University Coalition for Advancing Research Assessment - Action plan,"Seager, Anna",2024-06-01,1,11377
12742391,10.5281/zenodo.12742391,https://zenodo.org/records/12742391,NRFU Action Plan for Supporting CoARA 2024-2029,National Research Foundation of Ukraine,2024-07-15,1,41423
12746653,10.5281/zenodo.12746653,https://zenodo.org/records/12746653,Università di Pisa - COARA Action Plan,Università di Pisa - Governance,2024-07-15,1,8878
12749707,10.5281/zenodo.12749707,https://zenodo.org/records/12749707,CoARA Action Plan Information Society Development Institute,"Information Society Development Institute; Cuciureanu, Gheorghe",2024-07-16,1,9253
12750113,10.5281/zenodo.12750113,https://zenodo.org/records/12750113,Action Plan_CoARA_Universitat Politècnica de València_Spain,Universitat Politècnica de València,2024-07-16,1,35550
12750200,10.5281/zenodo.12750200,https://zenodo.org/records/12750200,Amsterdam University of Applied Sciences - CoARA Action Plan,Amsterdam University of Applied Sciences,2024-07-16,1,9079
12795416,10.5281/zenodo.12795416,https://zenodo.org/records/12795416,Implementation of Key Principles of the Coalition for Advancing Research Assessment (CoARA) by the Foundation for Polish Science (FNP) Action Plan,Foundation for Polish Science,2024-07-22,1,18580
12906902,10.5281/zenodo.12906902,https://zenodo.org/records/12906902,University_of_Camerino_CoARA_Action_Plan,"Eleuteri, Anna Maria; Spurio, Roberto; Trapananti, Angela; Di Nello, Lorenzo; Mancini, Melissa; Laliscia, Emanuela; Pompei, Francesca",2024-07-26,1,12203
12934148,10.5281/zenodo.12934148,https://zenodo.org/records/12934148,HUN-REN HQ - CoARA Action Plan,HUN-REN Headquarters,2024-07-26,1,8668
12940807,10.5281/zenodo.12940807,https://zenodo.org/records/12940807,IBEC Action Plan on Reforming Research Assessment 2023-2027 - CoARA Agreement,Institute for Bioengineering of Catalonia,2024-06-15,1,8656
13141343,10.5281/zenodo.13141343,https://zenodo.org/records/13141343,Rhine-Main Universities alliance - CoARA Action Plan 2024 - 2027,Rhine-Main Universities alliance,2024-07-31,1,6374
13142971,10.5281/zenodo.13142971,https://zenodo.org/records/13142971,University of Warwick CoARA Action Plan 2024,University of Warwick,2024-07-31,1,10770
13152009,10.5281/zenodo.13152009,https://zenodo.org/records/13152009,Leibniz University Hannover CoARA Action Plan v1.0,"Leibniz University Hannover; Hauck, Dr. Reingis",2024-08-01,1,21554
13166548,10.5281/zenodo.13166548,https://zenodo.org/records/13166548,Vasyl Stefanyk Precarpathian National University CoARA Action Plan,"Vasyl Stefanyk Precarpathian National University; Hrynyshak, Tetiana; Hryhoruk, Iryna; Yakubiv, Valentyna; Boychuk, Volodymyra",2024-08-02,1,8692
13361402,10.5281/zenodo.13361402,https://zenodo.org/records/13361402,Berlin University Alliance Collaboration Platform CoARA Action Plan Version 1.0 (August 2024),"Hinze, Sybille",2024-08-22,1,13929
13368288,10.5281/zenodo.13368288,https://zenodo.org/records/13368288,CoARA Action Plan of Brno University of Technology,"Brno University of Technology; Pavlačková, Zdeňka; Kalmárová, Kristýna",2024-08-23,1,23369
13379878,10.5281/zenodo.13379878,https://zenodo.org/records/13379878,Jagiellonian University Action Plan for Responsible Research Assessment,Jagiellonian University,2024-08-27,1,17757
13382087,10.5281/zenodo.13382087,https://zenodo.org/records/13382087,NMBU COARA Action Plan 2023-2027,"Roxrud, Ingrid; Norwegian University of Life Sciences",2024-08-28,1,2532
13384282,10.5281/zenodo.13384282,https://zenodo.org/records/13384282,Vrije Universiteit Amsterdam - CoARA action plan,"Vrije Universiteit Amsterdam; de Waard, Richard",2024-08-27,1,11791
13684066,10.5281/zenodo.13684066,https://zenodo.org/records/13684066,Technological University Dublin CoARA Action Plan September 2024,Technological University Dublin,2024-09-04,2,41850
13692577,10.5281/zenodo.13692577,https://zenodo.org/records/13692577,ANECA_CoARA Action Plan_2024-2027,"Blanco Palencia, María; Paneque Salgado, Pilar; Ramos Vielba, Irene",2024-09-05,1,39889
13735999,10.5281/zenodo.13735999,https://zenodo.org/records/13735999,CoArA Action Plan University of South-Eastern Norway,"Røsdal, Trude; Strøm, Herman",2024-09-09,1,14414
13742164,10.5281/zenodo.13742164,https://zenodo.org/records/13742164,Kyiv National Economic University named after Vadym Hetman CoARA Action Plan,Kyiv National Economic University named after Vadym Hetman,2024-09-10,1,9930
13777811,10.5281/zenodo.13777811,https://zenodo.org/records/13777811,Czech Academy of Sciences – CoARA Action Plan 2024-2027,Czech Academy of Sciences,2024-09-03,1,19254
13828124,10.5281/zenodo.13828124,https://zenodo.org/records/13828124,Action plan to follow up the Agreement on Reforming Research Assessment (ARRA) – The research Council of Norway,"Qvenild, Marte; Holm, Jon",2024-09-23,1,11157
13832090,10.5281/zenodo.13832090,https://zenodo.org/records/13832090,CoARA Action Plan 2024-2027 of the Italian Institute of Technology (IIT),Italian Institute of Technology,2024-09-24,1,30992
13847446,10.5281/zenodo.13847446,https://zenodo.org/records/13847446,FIBHULP's Action Plan for alignment with the aims of the Coalition for the advancement of research assessment.,"RELLO-VARONA, Santi",2024-09-27,2,31845
13849234,10.5281/zenodo.13849234,https://zenodo.org/records/13849234,University of Padua - CoARA Action Plan 2024-2027,University of Padua,2024-09-27,1,18785
13861816,10.5281/zenodo.13861816,https://zenodo.org/records/13861816,Reforming Research Assessment at the University of South Bohemia in České Budějovice. CoARA Action Plan 2024 – 2028,"Berec, Luděk",2024-09-30,1,24206
13879902,10.5281/zenodo.13879902,https://zenodo.org/records/13879902,Hungarian Accreditation Committee - CoARA Action Plan 2024-2029,Hungarian Accreditation Committee,2024-10-02,1,13418
13881841,10.5281/zenodo.13881841,https://zenodo.org/records/13881841,"EARMA Statement in support of CoARA, the Coalition for Advancing Research Assessment",European Association of Research Managers and Administrators (EARMA),2024-10-02,1,4357
13883361,10.5281/zenodo.13883361,https://zenodo.org/records/13883361,AERG CoARA Action Plan,"Association of ERC Grantees (AERG); Susi, Toma",2024-10-03,1,5575
13884416,10.5281/zenodo.13884416,https://zenodo.org/records/13884416,Åland University of Applied Sciences: Action Plan with defined milestones,"Hellöre, Lise-Lotte",2024-10-01,1,11839
13885209,10.5281/zenodo.13885209,https://zenodo.org/records/13885209,The CoARA action plan of the Estonian Research Council for the continuous improvement of research evaluation,Estonian Research Council,2024-10-03,1,13371
13903320,10.5281/zenodo.13903320,https://zenodo.org/records/13903320,German Psychological Society (DGPs) CoARA Action Plan 2024,"Schönbrodt, Felix D.; Schubert, Anna-Lena; Gollwitzer, Mario; Fink-Lamotte, Jakob",2024-06-29,1,21522
13903846,10.5281/zenodo.13903846,https://zenodo.org/records/13903846,COARA ACTION PLAN LUDWIG BOLTZMANN GESELLSCHAFT,"Spichtinger, Daniel",2024-10-08,1,34285
13903849,10.5281/zenodo.13903849,https://zenodo.org/records/13903849,Action Plan Supporting CoARA: the National Research Foundation of Ukraine (NRFU),National Research Foundation of Ukraine,2024-10-08,1,41423
13907219,10.5281/zenodo.13907219,https://zenodo.org/records/13907219,Federation of Finnish Learned Societies – CoARA Action Plan,Federation of Finnish Learned Societies,2024-10-09,1,13780
13911719,10.5281/zenodo.13911719,https://zenodo.org/records/13911719,University of Ferrara - Action Plan 2024-2028,University of Ferrara,2024-10-10,1,18777
13938531,10.5281/zenodo.13938531,https://zenodo.org/records/13938531,Kristianstad University CoARA Action Plan,Kristianstad University,2024-10-16,1,7578
13940216,10.20350/digitalCSIC/16510,https://zenodo.org/records/13940216,Action plan CoARA of the Spanish National Research Council (CSIC) 2023-2027,Comisión CoARA CSIC,2024-07,3,22580
13948117,10.5281/zenodo.13948117,https://zenodo.org/records/13948117,Biogipuzkoa Health Research Institute - CoARA Action Plan 2024-2027,Biogipuzkoa Health Research Institute - Biogipuzkoa HRI,2024-10-17,1,12438
13969869,10.5281/zenodo.13969869,https://zenodo.org/records/13969869,European University Association CoARA Action Plan (2023-2027),European University Association,2024-10-25,1,14652
13985474,10.5281/zenodo.13985474,https://zenodo.org/records/13985474,Mid Sweden University CoARA Action Plan 2024,"Wiklund, Håkan",2024-10-24,1,6283
13989743,10.5281/zenodo.13989743,https://zenodo.org/records/13989743,AGH University of Krakow - CoARA Action Plan,AGH University of Krakow,2024-10-25,1,18673
13990733,10.5281/zenodo.13990733,https://zenodo.org/records/13990733,University of Eastern Finland CoARA Action Plan,"Hirvonen, Arja",2024-10-25,1,20596
14002120,10.5281/zenodo.14002120,https://zenodo.org/records/14002120,ERINHA AISBL CoARA Action Plan,European Research Infrastructure on Highly Pathogenic Agents,2024-10-28,1,4740
14011142,10.5281/zenodo.14011142,https://zenodo.org/records/14011142,CoARA Action Plan 2024-2028 - Linnaeus University,Linnaeus University,2024-04-10,1,11856
14016441,10.5281/zenodo.14016441,https://zenodo.org/records/14016441,CoARA action plan 2024-2028 Royal Netherlands Academy of Arts and Sciences (KNAW),Royal Netherlands Academy of Arts and Sciences,2024-10-31,1,14869
14017120,10.5281/zenodo.14017120,https://zenodo.org/records/14017120,Scuola Normale Superiore CoARA Action Plan 2024-2027,Scuola Normale Superiore,2024-10-24,1,12340
14040938,10.5281/zenodo.14040938,https://zenodo.org/records/14040938,Delft University of Technology - Action plan CoARA,Delft University of Technology,2024-11-05,1,10985
14044923,10.5281/zenodo.14044923,https://zenodo.org/records/14044923,EUA-CDE CoARA Action Plan,European University Association Council for Doctoral Education,2024-11-20,1,8800
14046942,10.5281/zenodo.14046942,https://zenodo.org/records/14046942,CoARA Action Plan of the e Research Foundation Flanders (FWO),Research Foundation - Flanders,2024-09-25,1,9182
14053991,10.5281/zenodo.14053991,https://zenodo.org/records/14053991,ACTION PLAN ON REFORMING RESEARCH ASSESSMENT,Agència Valenciana d'Avaluació i Prospectiva (AVAP),2024-09-17,1,2617
14093565,10.5281/zenodo.14093565,https://zenodo.org/records/14093565,CREAF CoARA Action Plan 2024-2029,Centre for Research on Ecology and Forestry Applications,2024,1,17021
14130702,10.5281/zenodo.14130702,https://zenodo.org/records/14130702,CoARA Action Plan TU Darmstadt,Technical University of Darmstadt,2024-11-13,1,15647
14140788,10.5281/zenodo.14140788,https://zenodo.org/records/14140788,CoARA Action Plan_2024-2026_University of Lapland,"Nystén-Haarala, Soili; Falin, Petra",2024-11-13,1,6074
14163266,10.5281/zenodo.14163266,https://zenodo.org/records/14163266,Università Politecnica delle Marche - CoARA Action Plan v1.0,"Università Politecnica delle Marche; Mariani, Paolo; Raffaelli, Nadia",2024-11-14,1,7789
14166097,10.5281/zenodo.14166097,https://zenodo.org/records/14166097,University of Palermo - CoARA Action Plan 2024-2027,"Bartolotta, Annamaria",2024-11-14,1,12235
14195775,10.5281/zenodo.14195775,https://zenodo.org/records/14195775,Università degli Studi della Campania 'Luigi Vanvitelli' COARA action Plan v1.0,"University of Campania ""Luigi Vanvitelli""; Altucci, Lucia",2024-11-21,1,15899
14196704,10.5281/zenodo.14196704,https://zenodo.org/records/14196704,2024/2027 ANVUR Action Plan,ANVUR,2024-11-21,1,23054
14202931,10.5281/zenodo.14202931,https://zenodo.org/records/14202931,CoARA Action Plan Ostbayerische Technische Hochschule Amberg-Weiden,Ostbayerische Technische Hochschule Amberg-Weiden,2024-11-22,1,15518
14203406,10.5281/zenodo.14203406,https://zenodo.org/records/14203406,Coalition for Advancing Research Assessment (CoARA) action plan from the Association for Interdisciplinary Meta-Research and Open Science (AIMOS),Association for Interdisciplinary Meta-Research and Open Science,2024-11-22,1,5114
14204527,10.5281/zenodo.14204527,https://zenodo.org/records/14204527,CoARA Action Plan 2024 - 2027 Satakunta University of Applied Sciences,"Nurmi, Kimmo",2024-11-22,1,21403
14215822,10.5281/zenodo.14215822,https://zenodo.org/records/14215822,KU Leuven CoARA Action Plan 2023-2027,"Vanhaverbeke, Hannelore; KU Leuven",2024-11-25,1,30992
14224874,10.5281/zenodo.14224874,https://zenodo.org/records/14224874,ISTA Action plan 2023-2027 for advancing research assessment_version 1,Institute of Science and Technology Austria,2024-11-26,1,15262
14234652,10.5281/zenodo.14234652,https://zenodo.org/records/14234652,CoARA Action plan for the University of Macerata (Italy) 2024-2027 - nov. 2024,University of Macerata,2024-11-27,1,20152
14236830,10.5281/zenodo.14236830,https://zenodo.org/records/14236830,University of Debrecen CoARA Action Plan 2024-2027,"University of Debrecen; Tozser, Jozsef; Karacsony, Gyongyi",2024-11-28,1,15586
14236873,10.5281/zenodo.14236873,https://zenodo.org/records/14236873,VID COARA action plan,"Powell, Trine",2024-11-28,1,4637
14238563,10.5281/zenodo.14238563,https://zenodo.org/records/14238563,GYA action plan: aligning research assessment practices with CoARA,Global Young Academy,2024-11-28,1,20086
14267997,10.5281/zenodo.14267997,https://zenodo.org/records/14267997,OPERAS CoARA Action Plan,OPERAS,2024-12-03,1,19146
14288399,10.5281/zenodo.14288399,https://zenodo.org/records/14288399,TU/e CoARA Action Plan 2023-2027,Eindhoven University of Technology,2024-12-06,1,17291
14331587,10.5281/zenodo.14331587,https://zenodo.org/records/14331587,University of Cagliari COARA  Action Plan 2024-2027,University of Cagliari (UNICA),2024-12-09,1,10049
14334818,10.5281/zenodo.14334818,https://zenodo.org/records/14334818,CERN CoARA Action Plan,"European Organization for Nuclear Research; Kohls, Alexander; Naim, Kamran; Winkler, Antonia; Gonzalez Lopez, Jose Benito; Knoors, Nathalie; Kerhoas, Anne; van den Boogaard, Lisette",2024-12-09,1,9975
14335626,10.5281/zenodo.14335626,https://zenodo.org/records/14335626,CREDI CoARA Action Plan 2024,Centre for Development Evaluation and Social Science Research (CREDI),2024-12-09,1,23845
14354717,10.5281/zenodo.14354717,https://zenodo.org/records/14354717,CoARA Action Plan - University of Hamburg,University of Hamburg,2024-12-10,1,8429
14408906,10.5281/zenodo.14408906,https://zenodo.org/records/14408906,CoARA Action Plan VAMK 2024-2027,"Vaasa University of Applied Sciences; Vest, Marja-Riitta; Ritari, Minna",2024-12-12,1,10429
14410100,10.5281/zenodo.14410100,https://zenodo.org/records/14410100,CoARA Action Plan 2024 - Tampere University of Applied Sciences,"Jokinen, Teemu",2024-12-12,1,27865
14411109,10.5281/zenodo.14411109,https://zenodo.org/records/14411109,CoARA 2023-24 at Stockholm University,"Stockholm University; Söderbergh Widding, Astrid",2024-12-12,1,10912
14501207,10.5281/zenodo.14501207,https://zenodo.org/records/14501207,Reforming research assessment at the University of Reading: CoARA Action Plan 2024-2028,University of Reading,2024-12-16,1,34537
14516812,10.5281/zenodo.14516812,https://zenodo.org/records/14516812,Strategic Vision & OpenAIRE's Role in Empowering the CoARA Community,"Tzouganatou, Angeliki; Malaguarnera, Giulia; Manola, Natalia",2024-12-18,1,19956
14530646,10.5281/zenodo.14530646,https://zenodo.org/records/14530646,Reforming Research Assessment at IDIBAPS: CoARA Action Plan 2024 - 2028,Fundació de Recerca Clínic Barcelona-Institut d'Investigacions Biomèdiques August Pi i Sunyer,2024,1,6334
14534747,10.5281/zenodo.14534747,https://zenodo.org/records/14534747,UTwente CoARA Action Plan,"Eberhardt, Wiebke; University of Twente",2024-12-20,1,17213
14535240,10.5281/zenodo.14535240,https://zenodo.org/records/14535240,CoARA  Action Plan Kozminski University,Kozminski University,2024-12-20,1,14929
14535245,10.5281/zenodo.14535245,https://zenodo.org/records/14535245,"CoARA Action Plan, South-Eastern Finland University of Applied Sciences, Xamk",South-Eastern Finland University of Applied Sciences,2024-12-20,1,10570
14536000,10.5281/zenodo.14536000,https://zenodo.org/records/14536000,Research Ireland - CoARA Action Plan,Taighde Éireann - Research Ireland,2024-12-20,1,21317
14536785,10.5281/zenodo.14536785,https://zenodo.org/records/14536785,CoARA Action Plan 2024-2027 - Agency for Health Quality and Assessment of Catalonia (AQuAS),Agència de Qualitat i Avaluació Sanitàries de Catalunya,2024-12-20,1,24429
14548768,10.5281/zenodo.14548768,https://zenodo.org/records/14548768,University of Murcia - CoARA Action Plan (2023-2027),Universidad de Murcia,2024-12-23,2,58502
14549176,10.5281/zenodo.14549176,https://zenodo.org/records/14549176,CoARA Action Plan - ENRESSH,ENRESSH,2024-12-23,1,4696
14551923,10.5281/zenodo.14551923,https://zenodo.org/records/14551923,UPC CoARA Action Plan - Pla d'Acció de la UPC per a la implementació de l'acord CoARA,Universitat Politècnica de Catalunya. Grup de Treball CoARA-UPC,2024-12-20,1,29196
14592029,10.5281/zenodo.14592029,https://zenodo.org/records/14592029,EURASHE – CoARA Action Plan,EURASHE,2025-01-03,1,12349
14609511,10.5281/zenodo.14609511,https://zenodo.org/records/14609511,COARA Action Plan of the University of Tuscia,University of Tuscia-Viterbo,2025-01-07,1,9263
14678320,10.5281/zenodo.14678320,https://zenodo.org/records/14678320,Finnish Environment Institute's (Syke) action plan for the responsible assessment of research and researchers 2025-2028,Finnish Environment Institute,2025-01-17,1,19587
14705550,10.5281/zenodo.14705550,https://zenodo.org/records/14705550,CoARA Action Plan 2025 Health Research Board,"Cody, Anne",2025-01-20,1,19422
14745495,10.5281/zenodo.14745495,https://zenodo.org/records/14745495,University Medical Center Groningen - Coalition for Advancing Research Assessment (CoARA) Action Plan,"Smykowski, Anja; Koier, Elizabeth",2025-01-27,1,4493
14770874,10.5281/zenodo.14770874,https://zenodo.org/records/14770874,swissuniversities' CoARA Action Plan,swissuniversities,2025-01-30,1,17510
14777925,10.5281/zenodo.14777925,https://zenodo.org/records/14777925,CDEFI COARA Action Plan 2024-2028,CDEFI,2025-01-31,1,5111
14796936,10.5281/zenodo.14796936,https://zenodo.org/records/14796936,CoARA Action Plan for SciLifeLab: A Path Towards Recognising Diverse Contributions to Research Through Open Science and the FAIR Principles,Science for Life Laboratory,2025-02-03,1,11601
14855563,10.5281/zenodo.14855563,https://zenodo.org/records/14855563,Swedish University of Agricultural Sciences CoARA Action Plan,Swedish University of Agricultural Sciences,2025-02-12,1,7228
14882883,10.5281/zenodo.14882883,https://zenodo.org/records/14882883,Technical University of Denmark (DTU) CoARA Action Plan 2024-2027,"Brodersen, Stine Work",2025-02-17,1,11387
14930725,10.5281/zenodo.14930725,https://zenodo.org/records/14930725,Åbo Akademi University action plan 2025-2029,Åbo Akademi University,2025-02-26,1,18107
14946910,10.5281/zenodo.14946910,https://zenodo.org/records/14946910,CoARA Action Plan Utrecht University,Utrecht University,2025-02-28,1,23488
14979404,10.5281/zenodo.14979404,https://zenodo.org/records/14979404,HAMK CoARA Action Plan 2024-2027,Häme University of Applied Sciences,2025-03-06,1,9354
14988161,10.5281/zenodo.14988161,https://zenodo.org/records/14988161,Koszalin University of Technology CoARA Action Plan 2025 - 2028,"Kruzel, Marcin; Jackiewicz, Mariola",2025-03-07,1,11027
15023889,10.5281/zenodo.15023889,https://zenodo.org/records/15023889,Politecnico di Torino - CoARA Action Plan,Polytechnic University of Turin,2025-03-14,4,76546
15056169,10.5281/zenodo.15056169,https://zenodo.org/records/15056169,Budapest University of Technology and Economics – CoARA Action Plan,Budapest University of Technology and Economics,2025-03-20,1,11440
15058041,10.5281/zenodo.15058041,https://zenodo.org/records/15058041,CRAC-Vitae Coara Action Plan,"Day, Emma",2025-03-20,1,17437
15064803,10.5281/zenodo.15064803,https://zenodo.org/records/15064803,CoARA Action Plan Tilburg University,Tilburg University,2025-03-21,1,14326
15075152,10.5281/zenodo.15075152,https://zenodo.org/records/15075152,CoARA Action Plan Austrian Science Fund (FWF),FWF Austrian Science Fund,2025-03-24,1,18235
15078279,10.5281/zenodo.15078279,https://zenodo.org/records/15078279,Reforming Research Asessment - CoARA Action Plan University of Geneva 2025-2027,"Castelltort, Sébastien; Bütschi, Danielle",2025-03-24,1,11606
15078596,10.5281/zenodo.15078596,https://zenodo.org/records/15078596,Health Sciences University CoARA Action Plan v1 (March 2025),Health Sciences University,2025-03-24,1,15545
15088645,10.5281/zenodo.15088645,https://zenodo.org/records/15088645,"CoARA Action Plan 2025-2029 for University of Ljubljana, Slovenia.",University of Ljubljana,2025-03-26,1,15140
15090463,10.5281/zenodo.15090463,https://zenodo.org/records/15090463,Piano d'azione di COARA del CNR / CNR CoARA Action Plan,Consiglio Nazionale delle Ricerche,2025-03-24,1,22731
15090500,10.5281/zenodo.15090500,https://zenodo.org/records/15090500,CoARA Action Plan of the University of Fribourg,"Maritz, Regine; University of Fribourg",2025-03-26,1,20280
15097128,10.5281/zenodo.15097128,https://zenodo.org/records/15097128,Reforma de la Evaluación de la Investigación: Plan de Acción CoARA de la Universidad Autónoma de Madrid - 2024-2027,Universidad Autónoma de Madrid,2025-03-27,1,17719
15111087,10.5281/zenodo.15111087,https://zenodo.org/records/15111087,CoARA action plan - University of Agder,"University of Agder; Stavnsbo, Mette",2025-03-31,1,8751
15119345,10.5281/zenodo.15119345,https://zenodo.org/records/15119345,CoARA Action Plan - University of Messina,University of Messina,2025-04-07,1,11401
15172473,10.5281/zenodo.15172473,https://zenodo.org/records/15172473,The CoARA action plan of the Latvian Council of Science for the continuous improvement of research evaluation,"The Latvian Council of Science; Kokorevics, Arnis",2025-04-08,1,15308
15173597,10.5281/zenodo.15173597,https://zenodo.org/records/15173597,CoARA Action Plan 2024-2027. Conference of Rectors of Spanish Universities (CRUE),Conferencia de Rectores de las Universidades Españolas,2025,2,44702
15193460,10.5281/zenodo.15193460,https://zenodo.org/records/15193460,CoARA approach at Université de Lorraine,"Gaucher, Caroline; Grasser, Benoît; Fressengeas, Nicolas",2025-04-11,2,45496
15196957,10.5281/zenodo.15196957,https://zenodo.org/records/15196957,"Action Plan to support the translation of the EU recommendations on research assessment reform (CoARA) into organizational practice at Charité Universitätsmedizin Berlin and the Berlin Institute of Health (BIH) 2024-2028 - Part 1: Introduction, Status Quo and Perspectives of internal actors (2024-2025)","Kip, Miriam; Hempel, Fabian; Ahmadi, Michael; Bernard, Rene; Capelouto, Carolyn; Dirnagl, Ulrich; Gauch, Stephan; Rohmann, Jessica L.",2025-04-11,1,113731
15209775,10.5281/zenodo.15209775,https://zenodo.org/records/15209775,CoARA Action Plan 2024–2029 Roadmap for the Implementation of the Agreement on Reforming Research Assessment Ss. Cyril and Methodius University in Skopje,"Klimoska, Katerina",2025-04-14,1,9798
15211549,10.5281/zenodo.15211549,https://zenodo.org/records/15211549,"CoARA Action Plan, LAB University of Applied Sciences",LAB University of Applied Sciences,2025-04-14,1,35168
15228108,10.5281/zenodo.15228108,https://zenodo.org/records/15228108,University of Bergamo - CoARA Action Plan,"University of Bergamo; Scotti, Davide; SICILIA, Mariafrancesca",2025-04-16,1,11460
15296750,10.5281/zenodo.15296750,https://zenodo.org/records/15296750,University of Silesia CoARA Action Plan,"University of Silesia in Katowice; Turska-Kawa, Agnieszka; Matuszek, Dawid; Więcek-Jakubek, Katarzyna",2025-04-28,1,21732
15303891,10.5281/zenodo.15303891,https://zenodo.org/records/15303891,WUR CoARA Action Plan 2025,"Jetten, Theo; Cengiz, Ebru; Magendans, Denise",2025-04-29,1,11381
15318607,10.5281/zenodo.15318607,https://zenodo.org/records/15318607,Hungarian Young Academy CoARA Action Plan,"Hungarian Young Academy; Zsuzsa, Bagoly",2025-05-01,1,9740
15348153,10.5281/zenodo.15348153,https://zenodo.org/records/15348153,CoARA Action Plan 2025-2028. Universitat de Lleida,Universitat de Lleida,2025-05-06,2,38317
15354838,10.5281/zenodo.15354838,https://zenodo.org/records/15354838,Ruhr University Bochum - CoARA Action Plan,"Ruhr University Bochum; Riedel, Stefan",2025-05-07,1,21784
15356374,10.5281/zenodo.15356374,https://zenodo.org/records/15356374,Action Plan for the Application of the CoARA Principles in the Activities of the Research Council of Lithuania (2024-2028),Research Council of Lithuania,2025-05-07,1,7901
15371201,10.5281/zenodo.15371201,https://zenodo.org/records/15371201,Progress Report on CoARA Action Plan Implementation 2024,"Vasyl Stefanyk Precarpathian National University; Hrynyshak, Tetiana; Yakubiv, Valentyna; Hryhoruk, Iryna; Boychuk, Volodymyra",2025-05-09,1,19711
15386763,10.7488/era/5992,https://zenodo.org/records/15386763,"Coalition for Advancing Research Assessment (CoARA) Action Plan, University of Edinburgh","Peden, Alex",2025-05-12,1,30478
15393625,10.5281/zenodo.15393625,https://zenodo.org/records/15393625,Swedish Research Council Formas CoARA Action Plan Report,Swedish Research Council for Environment Agricultural Sciences and Spatial Planning,2025-05-13,1,10244
15477318,10.5281/zenodo.15477318,https://zenodo.org/records/15477318,"CoARA action plan University Paris Cité, France","UNIVERSITÉ PARIS CITÉ; MÉNAGER, MICKAEL",2025-05-20,1,109979
15490598,10.5281/zenodo.15490598,https://zenodo.org/records/15490598,FIZ Karlsruhe - Leibniz Institute for Information Infrastructure | CoARA Action Plan,FIZ Karlsruhe – Leibniz Institute for Information Infrastructure,2025-05-22,1,7475
15532988,10.5281/zenodo.15532988,https://zenodo.org/records/15532988,Action plan: aligning research assessment practices with CoARA,"Wilfong, Erica; Bendiscioli, Sandra",2025-05-30,1,9699
15533741,10.5281/zenodo.15533741,https://zenodo.org/records/15533741,CNRS CoARA action plan,Centre National de la Recherche Scientifique,2025-05-28,1,6663
15536343,10.5281/zenodo.15536343,https://zenodo.org/records/15536343,Action Plan Webinar for Funders: DFG's CoARA Action Plan,"Kiesselbach, Matthias",2025-05-28,1,7036
