zenodo_id,doi,zenodo_url,title,file_count
14864451,10.5281/zenodo.14864451,https://zenodo.org/records/14864451,CoARA Action Plan Biomedical Research Center of the Slovak Academy of Sciences,1
15774307,10.5281/zenodo.15774307,https://zenodo.org/records/15774307,CoARA Guest Presentation: Fonds de recherche du Quebec (FRQ),1
